price,number_of_rooms,square_meters,address,canton,property_type,floor,year_category
"CHF 1,199,000.–",6 rooms,260m²,"Hechtstrasse 11, 9469 Haag (Rheintal)",st-gallen,Single house,,1971-1980
"CHF 1,280,000.–",7.5 rooms,187m²,9403 Goldach,st-gallen,Single house,,1971-1980
"CHF 730,000.–",6.5 rooms,152m²,"Haggenstrasse 9, 9650 Nesslau",st-gallen,Single house,,1971-1980
"CHF 2,980,000.–",4.5 rooms,300m²,"Rheinstrasse 14, 7310 Bad Ragaz",st-gallen,Single house,,1971-1980
"CHF 1,270,000.–",7.5 rooms,191m²,9475 Sevelen,st-gallen,Single house,,1971-1980
"CHF 1,790,000.–",6.5 rooms,190m²,"Dunantstrasse 3C, 9016 St. Gallen",st-gallen,Single house,,1971-1980
"CHF 1,100,000.–",5.5 rooms,160m²,"Städelistrasse 32, 9403 Goldach",st-gallen,Single house,,1971-1980
"CHF 1,450,000.–",6.5 rooms,145m²,"Quellenstrasse, 9500 Wil SG",st-gallen,Single house,,1971-1980
"CHF 1,100,000.–",5.5 rooms,170m²,9470 Buchs SG,st-gallen,Single house,,1971-1980
"CHF 1,095,000.–",6.5 rooms,190m²,9242 Oberuzwil,st-gallen,Single house,,1971-1980
"CHF 1,150,000.–",6 rooms,160m²,"Erlenholzstrasse 1, 9300 Wittenbach",st-gallen,Single house,,1971-1980
"CHF 855,000.–",4.5 rooms,75m²,9658 Wildhaus,st-gallen,Single house,,1971-1980
"CHF 1,290,000.–",7 rooms,218m²,7320 Sargans,st-gallen,Single house,,1971-1980
"CHF 680,000.–",4 rooms,,9657 Unterwasser,st-gallen,Single house,,1971-1980
"CHF 2,150,000.–",6.5 rooms,470m²,"Rosengartenstrasse 9, 7324 Vilters",st-gallen,Single house,,1981-1990
"CHF 1,150,000.–",175m²,175m²,"Bahnhofstrasse 68, 9450 Altstätten SG",st-gallen,Single house,,1981-1990
"CHF 1,050,000.–",5.5 rooms,131m²,"Lugwiesstrasse 4A, 9443 Widnau",st-gallen,Single house,,1981-1990
"CHF 420,000.–",4.5 rooms,80m²,"Sonnmatt 82, 9122 Mogelsberg",st-gallen,Single house,,1981-1990
"CHF 940,000.–",4.5 rooms,125m²,"Sonnmattweg 1, 9470 Werdenberg",st-gallen,Single house,,1981-1990
"CHF 1,090,000.–",5.5 rooms,123m²,"Sonnenbergstrasse 217, 9435 Heerbrugg",st-gallen,Single house,,1981-1990
"CHF 1,680,000.–",227m²,227m²,"Wisenbüntelistrasse 7, 9442 Berneck",st-gallen,Single house,,1981-1990
"CHF 1,250,000.–",7.5 rooms,170m²,"Hochwachtstrasse 9, 9552 Bronschhofen",st-gallen,Single house,,1981-1990
"CHF 1,300,000.–",6 rooms,175m²,"Sonnenbergstrasse 1, 8725 Gebertingen",st-gallen,Single house,,1981-1990
"CHF 1,725,000.–",6.5 rooms,210m²,"Tscherlerweg 11A, 8880 Walenstadt",st-gallen,Single house,,1981-1990
"CHF 900,000.–",5.5 rooms,185m²,9445 Rebstein,st-gallen,Single house,,1981-1990
"CHF 1,150,000.–",5.5 rooms,230m²,"Birkenhaldenstrasse 27B, 8738 Uetliburg",st-gallen,Single house,,1981-1990
"CHF 1,450,000.–",5 rooms,194m²,9033 Untereggen,st-gallen,Single house,,1981-1990
"CHF 1,150,000.–",,,"Stolzenberg 6, 9240 Uzwil",st-gallen,Single house,,1981-1990
"CHF 1,600,000.–",5 rooms,194m²,9033 Untereggen,st-gallen,Single house,,1981-1990
"CHF 990,000.–",8.5 rooms,167m²,"Välsli 34, 9475 Sevelen",st-gallen,Single house,,1981-1990
"CHF 2,200,000.–",7 rooms,322m²,9464 Rüthi,st-gallen,Single house,,1981-1990
"CHF 1,145,000.–",4.5 rooms,,"Starenweg 2, 9472 Grabs",st-gallen,Single house,,1981-1990
"CHF 2,350,000.–",7.5 rooms,250m²,"Im Zübli 43, 8730 Uznach",st-gallen,Single house,,1981-1990
"CHF 960,000.–",4.5 rooms,138m²,"Chalberweidstrasse 22, 9475 Sevelen",st-gallen,Single house,,1981-1990
"CHF 1,290,000.–",6.5 rooms,165m²,9423 Altenrhein,st-gallen,Single house,,1991-2000
"CHF 890,000.–",5.5 rooms,210m²,"Oberer Baumgarten 17, 9127 St. Peterzell",st-gallen,Single house,,1991-2000
"CHF 990,000.–",5.5 rooms,143m²,"Hüttenbrunnenweg 3, 9476 Weite",st-gallen,Single house,,1991-2000
"CHF 950,000.–",5.5 rooms,121m²,"Giessenstrasse 12, 9469 Haag (Rheintal)",st-gallen,Single house,,1991-2000
"CHF 1,290,000.–",7.5 rooms,165m²,"Sankt Josefstrasse 10A, 8730 Uznach",st-gallen,Single house,,1991-2000
"CHF 780,000.–",4.5 rooms,127m²,"Solenberg 79, 8723 Schänis",st-gallen,Single house,,1991-2000
"CHF 1,990,000.–",5.5 rooms,192m²,"Chriesilöserstrasse 27a, 7310 Bad Ragaz",st-gallen,Single house,,1991-2000
"CHF 845,000.–",5.5 rooms,121m²,"Unterdorfstrasse 32A, 9444 Diepoldsau",st-gallen,Single house,,1991-2000
"CHF 970,000.–",6.5 rooms,,"Hinterdorfstrasse 11, 9533 Kirchberg SG",st-gallen,Single house,,1991-2000
"CHF 1,250,000.–",5.5 rooms,208m²,"Fürstenlandstrasse 55, 9500 Wil SG",st-gallen,Single house,,1991-2000
"CHF 1,695,000.–",6.5 rooms,229m²,"Unterdorf 9, 9312 Häggenschwil",st-gallen,Single house,,1991-2000
"CHF 840,000.–",5.5 rooms,119m²,9523 Züberwangen,st-gallen,Single house,,1991-2000
"CHF 1,400,000.–",6.5 rooms,160m²,"Weierwisenstrasse 1, 9500 Wil SG",st-gallen,Single house,,1991-2000
"CHF 1,100,000.–",6.5 rooms,155m²,9470 Buchs SG,st-gallen,Single house,,1991-2000
"CHF 790,000.–",4.5 rooms,103m²,9033 Untereggen,st-gallen,Single house,,1991-2000
"CHF 1,150,000.–",4.5 rooms,118m²,"Bitziweidstrasse, 8739 Rieden SG",st-gallen,Single house,,1991-2000
"CHF 695,000.–",4.5 rooms,100m²,9657 Unterwasser,st-gallen,Single house,,1991-2000
"CHF 1,590,000.–",6.5 rooms,205m²,"Schläppliweg 6, 9470 Buchs SG",st-gallen,Single house,,2001-2005
"CHF 1,790,000.–",7.5 rooms,200m²,"Schluchstrasse 11, 9445 Rebstein",st-gallen,Single house,,2001-2005
"CHF 1,430,000.–",6.5 rooms,213m²,"Flemingstrasse, 9016 St. Gallen",st-gallen,Single house,,2001-2005
"CHF 1,990,000.–",6.5 rooms,193m²,"Hochackerweg 9, 9032 Engelburg",st-gallen,Single house,,2001-2005
"CHF 2,870,000.–",6 rooms,163m²,7320 Sargans,st-gallen,Single house,,2001-2005
"CHF 1,750,000.–",5.5 rooms,220m²,"Sonnmattstrasse 13, 9230 Flawil",st-gallen,Single house,,2006-2010
"CHF 1,390,000.–",8 rooms,224m²,9463 Oberriet,st-gallen,Single house,,2006-2010
"CHF 1,555,000.–",6.5 rooms,204m²,9033 Untereggen,st-gallen,Single house,,2006-2010
"CHF 1,290,000.–",5.5 rooms,168m²,"Mühlackerweg 18, 9450 Altstätten SG",st-gallen,Single house,,2006-2010
"CHF 1,480,000.–",5 rooms,165m²,8890 Flums,st-gallen,Single house,,2006-2010
"CHF 1,575,000.–",9.5 rooms,,"Mühlestrasse 28, 9240 Uzwil",st-gallen,Single house,,2011-2015
"CHF 1,850,000.–",6.5 rooms,200m²,"Aeschstrasse 4, 9122 Mogelsberg",st-gallen,Single house,,2011-2015
"CHF 1,270,000.–",6.5 rooms,142m²,"Hostetweg 5, 9469 Haag (Rheintal)",st-gallen,Single house,,2011-2015
"CHF 2,249,000.–",6.5 rooms,279m²,9404 Rorschacherberg,st-gallen,Single house,,2011-2015
"CHF 1,390,000.–",6.5 rooms,165m²,"Ahorenstrasse 4, 8898 Flums",st-gallen,Single house,,2011-2015
"CHF 1,500,000.–",5.5 rooms,202m²,"Kastenberg 17a, 9312 Häggenschwil",st-gallen,Single house,,2011-2015
"CHF 25,000.–",3.5 rooms,30m²,"Auenstrasse 45, 9451 Kriessern",st-gallen,Single house,,2011-2015
"CHF 1,495,000.–",5.5 rooms,,8717 Benken SG,st-gallen,Single house,,2011-2015
"CHF 1,833,000.–",5.5 rooms,174m²,"Ahornstrasse, 8730 Uznach",st-gallen,Single house,,2016-2024
"CHF 1,415,000.–",5.5 rooms,159m²,"Rütihaldestrasse 11, 8730 Uznach",st-gallen,Single house,,2016-2024
"CHF 1,810,000.–",5.5 rooms,158m²,"Geissbergstrasse 4a, 9200 Gossau SG",st-gallen,Single house,,2016-2024
"CHF 1,290,000.–",6.5 rooms,185m²,"Buebeseggstrasse, 9650 Nesslau",st-gallen,Single house,,2016-2024
"CHF 2,900,000.–",6 rooms,250m²,"Grubenstrasse, 9500 Wil SG",st-gallen,Single house,,2016-2024
"CHF 1,490,000.–",5.5 rooms,158m²,"Unterplattenstrasse 46, 9620 Lichtensteig",st-gallen,Single house,,2016-2024
"CHF 1,690,000.–",236m²,236m²,"Ottenhofenstrasse 51, 8738 Uetliburg SG",st-gallen,Single house,,2016-2024
"CHF 2,500,000.–",6.5 rooms,250m²,"Halden, 9422 Staad SG",st-gallen,Single house,,2016-2024
"CHF 930,000.–",127m²,127m²,"Buechenstrasse 10A, 9422 Staad SG",st-gallen,Single house,,2016-2024
"CHF 1,190,000.–",7.5 rooms,131m²,9631 Wattwil,st-gallen,Single house,,2016-2024
"CHF 1,285,000.–",5.5 rooms,154m²,9533 Kirchberg SG,st-gallen,Single house,,2016-2024
"CHF 2,190,000.–",6 rooms,222m²,"Ulrich-Röschstrasse 10, 9500 Wil SG",st-gallen,Single house,,2016-2024
"CHF 2,390,000.–",6 rooms,222m²,"Ulrich-Röschstrasse 10, 9500 Wil SG",st-gallen,Single house,,2016-2024
"CHF 1,390,000.–",5.5 rooms,165m²,"Hüslenweg 4aa, 9030 Abtwil SG",st-gallen,Single house,,2016-2024
"CHF 1,680,000.–",5.5 rooms,173m²,"Hüslenweg 6B, 9030 Abtwil SG",st-gallen,Single house,,2016-2024
"CHF 1,570,000.–",5.5 rooms,173m²,"Hüslenweg 6A, 9030 Abtwil SG",st-gallen,Single house,,2016-2024
"CHF 1,390,000.–",5.5 rooms,150m²,"Unterdorfstrasse, 9621 Oberhelfenschwil",st-gallen,Single house,,2016-2024
"CHF 915,000.–",4.5 rooms,164m²,"Baumgarten, 9475 Sevelen",st-gallen,Single house,,2016-2024
"CHF 1,085,000.–",4.5 rooms,164m²,"Baumgarten, 9475 Sevelen",st-gallen,Single house,,2016-2024
"CHF 1,180,000.–",5.5 rooms,200m²,"Baumgarten, 9475 Sevelen",st-gallen,Single house,,2016-2024
"CHF 1,115,000.–",4.5 rooms,168m²,"Baumgarten, 9475 Sevelen",st-gallen,Single house,,2016-2024
"CHF 1,395,000.–",5.5 rooms,150m²,"Neuwiesstrasse 6a, 9435 Heerbrugg",st-gallen,Single house,,2016-2024
"CHF 1,175,000.–",5.5 rooms,200m²,"Baumgarten, 9475 Sevelen",st-gallen,Single house,,2016-2024
"CHF 2,300,000.–",4.5 rooms,160m²,"Buggrüti, 8717 Benken SG / Benken",st-gallen,Single house,,2016-2024
"CHF 1,890,000.–",5.5 rooms,236m²,"Ebni, 9473 Gams",st-gallen,Single house,,2016-2024
"CHF 1,155,000.–",5.5 rooms,200m²,"Baumgarten, 9475 Sevelen",st-gallen,Single house,,2016-2024
"CHF 2,400,000.–",7 rooms,286m²,9650 Nesslau,st-gallen,Single house,,2016-2024
"CHF 1,419,320.–",5.5 rooms,146m²,"Fränzerenstrasse 21, 9434 Au SG",st-gallen,Single house,,2016-2024
"CHF 1,965,000.–",7.5 rooms,,"Gallusstrasse und Windeggstrasse, 8873 Amden",st-gallen,Single house,,2016-2024
"CHF 635,000.–",2.5 rooms,68m²,9655 Stein SG,st-gallen,Single house,,2016-2024
"CHF 1,160,000.–",5.5 rooms,160m²,9655 Stein SG,st-gallen,Single house,,2016-2024
"CHF 2,290,000.–",9 rooms,200m²,"Mattstrasse 2, 9500 Wil (SG)",st-gallen,Villa,,0-1919
"CHF 3,150,000.–",5.5 rooms,296m²,"Sonnenweg 4, 7310 Bad Ragaz",st-gallen,Villa,,1971-1980
"CHF 1,400,000.–",5.5 rooms,179m²,"Güetlistrasse 15A, 9403 Goldach",st-gallen,Villa,,1971-1980
"CHF 3,500,000.–",8 rooms,330m²,9014 St. Gallen,st-gallen,Villa,,2001-2005
"CHF 3,700,000.–",6.5 rooms,283m²,9014 St. Gallen,st-gallen,Villa,,2016-2024
"CHF 350,000.–",5 rooms,81m²,"Dorfstrasse 5, 9204 Andwil SG",st-gallen,Bifamiliar house,,0-1919
"CHF 800,000.–",4.5 rooms,160m²,9246 Niederbüren,st-gallen,Bifamiliar house,,0-1919
"CHF 990,000.–",9 rooms,187m²,"Brauerstrasse 9, 9000 St. Gallen",st-gallen,Bifamiliar house,,0-1919
"CHF 480,000.–",4.5 rooms,,"Hinterdorfstrasse 5, 8739 Rieden SG",st-gallen,Bifamiliar house,,0-1919
"CHF 600,000.–",4.5 rooms,,"Hinterdorfstrasse 3, 8739 Rieden SG",st-gallen,Bifamiliar house,,0-1919
"CHF 350,000.–",5 rooms,81m²,"Dorfstrasse 5, 9204 Andwil SG",st-gallen,Bifamiliar house,,1919-1945
"CHF 800,000.–",4.5 rooms,160m²,9246 Niederbüren,st-gallen,Bifamiliar house,,1919-1945
"CHF 990,000.–",9 rooms,187m²,"Brauerstrasse 9, 9000 St. Gallen",st-gallen,Bifamiliar house,,1919-1945
"CHF 650,000.–",5.5 rooms,95m²,9200 Gossau SG,st-gallen,Bifamiliar house,,1946-1960
"CHF 620,000.–",4.5 rooms,100m²,"Tiefenackerstrasse 37, 9450 Altstätten SG",st-gallen,Bifamiliar house,,1961-1970
"CHF 550,000.–",4.5 rooms,119m²,"Nordstrasse 6, 9463 Oberriet SG",st-gallen,Bifamiliar house,,1971-1980
"CHF 795,000.–",6.5 rooms,139m²,"Im Gisli 32, 9450 Altstätten SG",st-gallen,Bifamiliar house,,1981-1990
"CHF 1,160,000.–",4.5 rooms,125m²,"Kreuzweg, 9434 Au SG",st-gallen,Bifamiliar house,,1981-1990
"CHF 895,000.–",5.5 rooms,155m²,"Im Bitzi 17, 9523 Züberwangen",st-gallen,Bifamiliar house,,1991-2000
"CHF 799,000.–",6.5 rooms,128m²,"Unterdorfstrasse 34, 9444 Diepoldsau",st-gallen,Bifamiliar house,,1991-2000
"CHF 1,290,000.–",7.5 rooms,243m²,"Eggwies 3, 9248 Bichwil",st-gallen,Bifamiliar house,,1991-2000
"CHF 1,280,000.–",5.5 rooms,135m²,"Büchelstrasse 7D, 9434 Au SG",st-gallen,Bifamiliar house,,1991-2000
"CHF 1,090,000.–",6 rooms,136m²,9435 Heerbrugg,st-gallen,Bifamiliar house,,1991-2000
"CHF 960,000.–",5.5 rooms,151m²,9473 Gams,st-gallen,Bifamiliar house,,1991-2000
"CHF 1,098,000.–",7.5 rooms,180m²,9434 Au SG,st-gallen,Bifamiliar house,,1991-2000
"CHF 1,280,000.–",5.5 rooms,213m²,"Hauptstrasse, 8872 Weesen",st-gallen,Bifamiliar house,,2001-2005
"CHF 1,050,000.–",5.5 rooms,152m²,"Poststrasse 3a, 9313 Muolen",st-gallen,Bifamiliar house,,2001-2005
"CHF 1,499,000.–",5.5 rooms,227m²,"Kreuzbergstrasse 22, 9472 Grabs",st-gallen,Bifamiliar house,,2011-2015
"CHF 1,310,000.–",5.5 rooms,,"Büntenstrasse 8b, 7323 Wangs",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,265,000.–",6.5 rooms,187m²,"Revierstrasse, 9631 Wattwil",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,495,000.–",5.5 rooms,141m²,9244 Niederuzwil,st-gallen,Bifamiliar house,,2016-2024
"CHF 1,450,000.–",6.5 rooms,205m²,"Kronbergstrasse, 9240 Uzwil",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,100,000.–",5.5 rooms,137m²,"Hinterhof 19, 9033 Untereggen",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,050,000.–",5.5 rooms,159m²,"Espenstrasse, 9630 Wattwil",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,449,000.–",5.5 rooms,202m²,"Kreuzbergstrasse 27, 9472 Grabs",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,450,000.–",5.5 rooms,,"Sonnenhofstrasse 25, 9030 Abtwil SG",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,790,000.–",5.5 rooms,,"Sonnenhofstrasse 27a, 9030 Abtwil SG",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,840,000.–",5.5 rooms,,"Sonnenhofstrasse 29, 9030 Abtwil SG",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,499,000.–",5.5 rooms,217m²,"Kreuzbergstrasse 23, 9472 Grabs",st-gallen,Bifamiliar house,,2016-2024
"CHF 910,000.–",4.5 rooms,124m²,"Blumenaustrasse, 9230 Flawil",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,499,000.–",5.5 rooms,216m²,"Kreuzbergstrasse 20, 9472 Grabs",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,370,000.–",6.5 rooms,161m²,"Steig, 9604 Lütisburg",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,290,000.–",5.5 rooms,174m²,"Solenberg 106, 8723 Schänis",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,135,000.–",5.5 rooms,151m²,"Solenbergstrasse 106, 8723 Schänis",st-gallen,Bifamiliar house,,2016-2024
"CHF 780,000.–",6.5 rooms,155m²,"Wilketstrasse, 9115 Dicken",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,590,000.–",5.5 rooms,146m²,"Buchenstrasse, 9524 Zuzwil SG",st-gallen,Bifamiliar house,,2016-2024
"CHF 1,790,000.–",5.5 rooms,237m²,"Oberdorfstrasse 43, 9524 Zuzwil SG",st-gallen,Farm house,,2016-2024
"CHF 595,000.–",2.5 rooms,71m²,"Plaz Sura 60, 7556 Valsot",grisons,Apartment,eg,0-1919
"CHF 4,100,000.–",7.5 rooms,405m²,"Vialstrasse 18, 7205 Zizers",grisons,Apartment,eg,0-1919
"CHF 580,000.–",4.5 rooms,124m²,"Suravia 56, 7537 Val Müstair",grisons,Apartment,eg,0-1919
"CHF 520,000.–",9 rooms,146m²,"Via Sum Tschuppinas 14, 7184 Curaglia",grisons,Apartment,eg,1946-1960
"CHF 545,000.–",4.5 rooms,78m²,"Fliederweg 11, 7000 Chur",grisons,Apartment,eg,1946-1960
"CHF 425,000.–",6 rooms,107m²,7175 Sumvitg,grisons,Apartment,eg,1961-1970
"CHF 2,080,000.–",4.5 rooms,135m²,"Via da Bernina 21, 7504 Pontresina",grisons,Apartment,eg,1961-1970
"CHF 450,000.–",1 room,39m²,"Sur Ovas 8, 7522 La Punt-Chamues-ch",grisons,Apartment,eg,1971-1980
"CHF 1,600,000.–",4 rooms,,"Via Munterots 34, 7513 Silvaplana",grisons,Apartment,eg,1971-1980
"CHF 950,000.–",3.5 rooms,50m²,7017 Flims Dorf,grisons,Apartment,eg,1981-1990
"CHF 580,000.–",3.5 rooms,80m²,"Via Vitg Dado 7, 7151 Schluein",grisons,Apartment,eg,1981-1990
"CHF 590,000.–",2 rooms,36m²,"Via las Pleuncas 26, 7017 Flims",grisons,Apartment,eg,1981-1990
"CHF 325,000.–",2.5 rooms,60m²,"Voia d'Aclas 8, 7492 Alvaneu Dorf",grisons,Apartment,eg,1981-1990
"CHF 295,000.–",2.5 rooms,40m²,"Osterhubel 3, 7493 Schmitten (Albula)",grisons,Apartment,eg,1981-1990
"CHF 1,850,000.–",5.5 rooms,135m²,"Via Streglia 11, 7031 Laax GR",grisons,Apartment,eg,1991-2000
"CHF 1,370,000.–",4.5 rooms,108m²,"Gulfiastrasse 11C, 7252 Klosters Dorf",grisons,Apartment,eg,1991-2000
"CHF 745,000.–",3.5 rooms,108m²,"Landstrasse 105, 7250 Klosters",grisons,Apartment,eg,1991-2000
"CHF 850,000.–",4.5 rooms,123m²,7018 Flims Waldhaus,grisons,Apartment,eg,1991-2000
"CHF 520,000.–",3.5 rooms,72m²,7186 Segnas,grisons,Apartment,eg,1991-2000
"CHF 650,000.–",4.5 rooms,170m²,7214 Grüsch,grisons,Apartment,eg,1991-2000
"CHF 450,000.–",3.5 rooms,86m²,6534 S. Vittore,grisons,Apartment,eg,2001-2005
"CHF 3,000,000.–",4.5 rooms,156m²,"Pardennweg 8, 7250 Klosters",grisons,Apartment,eg,2006-2010
"CHF 2,560,000.–",4.5 rooms,126m²,7270 Davos Platz,grisons,Apartment,eg,2011-2015
"CHF 475,000.–",2 rooms,57m²,7477 Filisur,grisons,Apartment,eg,2016-2024
"CHF 490,000.–",2.5 rooms,60m²,"Via Mesolcina, 6535 Roveredo GR",grisons,Apartment,eg,2016-2024
"CHF 1,080,000.–",4.5 rooms,127m²,"Bungertstrasse 8/10, 7205 Zizers",grisons,Apartment,eg,2016-2024
"CHF 1,480,000.–",4.5 rooms,122m²,"Via Cons 13, 7031 Laax",grisons,Apartment,eg,2016-2024
"CHF 1,620,000.–",3.5 rooms,104m²,"Tobelmühlestrasse 2, 7270 Davos Platz",grisons,Apartment,eg,2016-2024
"CHF 825,000.–",2.5 rooms,65m²,"Tobelmühlestrasse 2, 7270 Davos Platz",grisons,Apartment,eg,2016-2024
"CHF 1,390,000.–",5.5 rooms,143m²,"Vitg 32, 7147 Vignogn",grisons,Apartment,eg,2016-2024
"CHF 650,000.–",3.5 rooms,89m²,"Furnerstrasse, 7231 Pragg-Jenaz",grisons,Apartment,eg,2016-2024
"CHF 1,131,000.–",2.5 rooms,78m²,"Tobelmühlestrasse 2, 7270 Davos Platz",grisons,Apartment,eg,2016-2024
"CHF 565,000.–",3.5 rooms,85m²,"Rebolgína, 6558 Lostallo",grisons,Apartment,eg,2016-2024
"CHF 2,270,000.–",5.5 rooms,200m²,"Fanalweg 3a, 7307 Jenins",grisons,Apartment,eg,2016-2024
"CHF 1,600,000.–",4.5 rooms,128m²,"Via Bigliac 14, 7153 Falera",grisons,Apartment,eg,2016-2024
"CHF 1,140,000.–",5.5 rooms,143m²,"Vialstrasse 16, 7205 Zizers",grisons,Apartment,eg,2016-2024
"CHF 1,508,000.–",3.5 rooms,125m²,"Fanalweg 3a, 7307 Jenins",grisons,Apartment,eg,2016-2024
"CHF 398,000.–",2.5 rooms,72m²,6534 San Vittore,grisons,Apartment,eg,2016-2024
"CHF 2,200,000.–",4.5 rooms,128m²,7512 St. Moritz,grisons,Apartment,eg,2016-2024
"CHF 1,330,000.–",4.5 rooms,121m²,7000 Chur,grisons,Apartment,eg,2016-2024
"CHF 540,000.–",3.5 rooms,100m²,6556 Leggia,grisons,Apartment,eg,2016-2024
"CHF 640,000.–",3.5 rooms,100m²,6557 Cama,grisons,Apartment,eg,2016-2024
"CHF 870,000.–",2.5 rooms,59m²,"Via Cuolm Liung 30d, 7032 Laax GR 2",grisons,Apartment,eg,2016-2024
"CHF 785,000.–",2.5 rooms,78m²,"Voa da Solis 11, 7082 Vaz/Obervaz",grisons,Apartment,eg,2016-2024
"CHF 280,000.–",2.5 rooms,55m²,"Las Mottas 49, 7456 Marmorera",grisons,Apartment,eg,2016-2024
"CHF 1,130,000.–",4.5 rooms,102m²,"Salvatorenstrasse 49, 7000 Chur",grisons,Apartment,eg,2016-2024
"CHF 1,590,000.–",4.5 rooms,108m²,"Via Som Vih 8, 7523 Madulain",grisons,Apartment,noteg,0-1919
"CHF 1,160,000.–",4.5 rooms,140m²,"Plaz 32, 7551 Ftan",grisons,Apartment,noteg,0-1919
"CHF 550,000.–",5.5 rooms,150m²,"Via Stretga 1, 7166 Trun",grisons,Apartment,noteg,0-1919
"CHF 1,250,000.–",3.5 rooms,143m²,"Plaz 32, 7551 Ftan",grisons,Apartment,noteg,0-1919
"CHF 4,100,000.–",7.5 rooms,98m²,"Vialstrasse 16, 7205 Zizers",grisons,Apartment,noteg,0-1919
"CHF 1,850,000.–",4.5 rooms,220m²,"Vialstrasse 18, 7205 Zizers",grisons,Apartment,noteg,0-1919
"CHF 1,950,000.–",5.5 rooms,98m²,"Vialstrasse 16, 7205 Zizers",grisons,Apartment,noteg,0-1919
"CHF 298,000.–",2 rooms,40m²,"Veia Sumvei 16, 7462 Salouf",grisons,Apartment,noteg,0-1919
"CHF 1,850,000.–",4.5 rooms,98m²,"Vialstrasse 16, 7205 Zizers",grisons,Apartment,noteg,0-1919
"CHF 325,000.–",4 rooms,90m²,"Via Parvenda 4, 7167 Zignau",grisons,Apartment,noteg,0-1919
"CHF 320,000.–",6.5 rooms,163m²,"Suravia 17, 7537 Val Müstair",grisons,Apartment,noteg,0-1919
"CHF 2,151,000.–",5 rooms,133m²,7513 Silvaplana,grisons,Apartment,noteg,1919-1945
"CHF 950,000.–",5.5 rooms,114m²,"Via Tuma Platta 15, 7013 Domat Ems",grisons,Apartment,noteg,1946-1960
"CHF 470,000.–",4.5 rooms,77m²,7013 Domat/Ems,grisons,Apartment,noteg,1946-1960
"CHF 378,000.–",3 rooms,82m²,7425 Masein,grisons,Apartment,noteg,1946-1960
"CHF 2,790,000.–",5.5 rooms,145m²,"Via Mezdi 6a, 7500 St. Moritz",grisons,Apartment,noteg,1946-1960
"CHF 1,800,000.–",6.5 rooms,,"Promenade 106, 7270 Davos Platz",grisons,Apartment,noteg,1961-1970
"CHF 695,000.–",4.5 rooms,98m²,"Via Alpsu 201, 7188 Sedrun",grisons,Apartment,noteg,1961-1970
"CHF 1,320,000.–",4.5 rooms,100m²,"Riedweg 17, 7250 Klosters",grisons,Apartment,noteg,1961-1970
"CHF 640,000.–",4.5 rooms,107m²,"Via Pervenda 5, 7180 Disentis",grisons,Apartment,noteg,1961-1970
"CHF 3,040,000.–",3.5 rooms,,"Via Arona 18, 7500 St. Moritz",grisons,Apartment,noteg,1961-1970
"CHF 680,000.–",4.5 rooms,97m²,7000 Chur,grisons,Apartment,noteg,1961-1970
"CHF 470,000.–",3 rooms,67m²,"Kasernenstrasse 123, 7000 Chur",grisons,Apartment,noteg,1961-1970
"CHF 145,000.–",1 room,20m²,"Via Suot Chesas 9, 7512 Champfèr",grisons,Apartment,noteg,1961-1970
"CHF 1,595,000.–",3.5 rooms,112m²,"Via Surpunt 12, 7500 St. Moritz",grisons,Apartment,noteg,1961-1970
"CHF 135,000.–",1 room,18m²,"Schaivel 14B, 7537 Val Müstair",grisons,Apartment,noteg,1961-1970
"CHF 1,700,000.–",5.5 rooms,202m²,"Doggilochstrasse 71, 7250 Klosters",grisons,Apartment,noteg,1961-1970
"CHF 1,350,000.–",3 rooms,117m²,"Via Pattadiras 10a, 7031 Laax GR",grisons,Apartment,noteg,1971-1980
"CHF 350,000.–",2 rooms,52m²,"Via Pattadiras 10A, 7031 Laax GR",grisons,Apartment,noteg,1971-1980
"CHF 290,000.–",1 room,32m²,"Via Pattadiras 10A, 7031 Laax GR",grisons,Apartment,noteg,1971-1980
"CHF 495,000.–",3 rooms,84m²,"Veja Megstra 134a, 7482 Bergün/Bravuogn",grisons,Apartment,noteg,1971-1980
"CHF 630,000.–",4.5 rooms,100m²,"Belmontstrasse 1, 7000 Chur",grisons,Apartment,noteg,1971-1980
"CHF 420,000.–",3.5 rooms,,"Hauptstrasse 30, 7494 Davos Wiesen",grisons,Apartment,noteg,1971-1980
"CHF 595,000.–",4.5 rooms,97m²,"Via Schlifras 60, 7130 Ilanz/Glion",grisons,Apartment,noteg,1971-1980
"CHF 790,000.–",2.5 rooms,58m²,"Poststrasse 122, 7050 Arosa",grisons,Apartment,noteg,1971-1980
