"price","number_of_rooms","address","canton","property_type","floor","year_category","Impôt cantonal_impots","Impôt communal_impots","Impôt paroissial Evang. / réform_impots","Impôt paroissial Kath. / cath.rom_impots"
1029000,45,"Bachstrasse 16, 4562 Biberist","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
1119000,45,"Unterbiberiststrasse 12, 4562 Biberist","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
950000,45,"Jurastrasse 154, 2540 Grenchen","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
990000,35,"Ollenweg 3b, 4226 Breitenbach","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
778000,35,"4528 Zuchwil","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
1180000,45,"2540 Grenchen","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
666000,25,"2540 Grenchen","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
659000,25,"2540 Grenchen","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
1570000,55,"2540 Grenchen","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
1548200,55,"Jurastrasse 2, 4513 Langendorf","Solothurn","Attic flat","noteg","2016-2024","1.04",1.07,0.16,0.21
360000,45,"Hombergstrasse 81, 4204 Himmelried","Solothurn","Roof flat","noteg","0-1919","1.04",1.07,0.16,0.21
595000,15,"4500 Solothurn","Solothurn","Roof flat","noteg","1919-1945","1.04",1.07,0.16,0.21
455000,55,"Rötistrasse 6, 4534 Flumenthal","Solothurn","Roof flat","noteg","1971-1980","1.04",1.07,0.16,0.21
495000,35,"Poststrasse 8D, 4573 Lohn-Ammannsegg","Solothurn","Roof flat","noteg","1981-1990","1.04",1.07,0.16,0.21
460000,45,"Erlenstrasse 9, 4563 Gerlafingen","Solothurn","Roof flat","noteg","1981-1990","1.04",1.07,0.16,0.21
560000,45,"Kaselfeldstrasse 13F, 4512 Bellach","Solothurn","Roof flat","noteg","1981-1990","1.04",1.07,0.16,0.21
575000,45,"Winznauerstrasse 11, 4654 Lostorf","Solothurn","Roof flat","noteg","1981-1990","1.04",1.07,0.16,0.21
690000,45,"Villenstrasse 14, 5012 Schönenwerd","Solothurn","Roof flat","noteg","1991-2000","1.04",1.07,0.16,0.21
255000,25,"Hauptstrasse 97, 4718 Holderbank SO","Solothurn","Roof flat","noteg","1991-2000","1.04",1.07,0.16,0.21
1590000,55,"Oberer Brühlweg 39, 4143 Dornach","Solothurn","Roof flat","noteg","2016-2024","1.04",1.07,0.16,0.21
1289000,55,"Bahnhofstrasse 17, 4118 Rodersdorf","Solothurn","Roof flat","noteg","2016-2024","1.04",1.07,0.16,0.21
455000,35,"Mattenweg 2, 4702 Oensingen","Solothurn","Roof flat","noteg","2016-2024","1.04",1.07,0.16,0.21
555000,35,"Mittelstrasse 46b, 4227 Büsserach","Solothurn","Roof flat","noteg","2016-2024","1.04",1.07,0.16,0.21
725000,45,"Fehrenstrasse 24, 4226 Breitenbach","Solothurn","Roof flat","noteg","2016-2024","1.04",1.07,0.16,0.21
560000,35,"Horriwilstrasse 3a, 4566 Oekingen","Solothurn","Roof flat","noteg","2016-2024","1.04",1.07,0.16,0.21
1055000,55,"Weinhaldenfeld 5, 4614 Hägendorf","Solothurn","Terrace flat","eg","2006-2010","1.04",1.07,0.16,0.21
878000,35,"Alemannenweg 5, 2540 Grenchen","Solothurn","Terrace flat","eg","2016-2024","1.04",1.07,0.16,0.21
852000,45,"2540 Grenchen","Solothurn","Terrace flat","eg","2016-2024","1.04",1.07,0.16,0.21
775000,35,"2540 Grenchen","Solothurn","Terrace flat","eg","2016-2024","1.04",1.07,0.16,0.21
738000,45,"2540 Grenchen","Solothurn","Terrace flat","eg","2016-2024","1.04",1.07,0.16,0.21
738000,45,"2540 Grenchen","Solothurn","Terrace flat","eg","2016-2024","1.04",1.07,0.16,0.21
620000,45,"Rebgasse 92, 2540 Grenchen","Solothurn","Terrace flat","noteg","1971-1980","1.04",1.07,0.16,0.21
1050000,6,"Bühlstrasse 33, 4622 Egerkingen","Solothurn","Terrace flat","noteg","1971-1980","1.04",1.07,0.16,0.21
1132000,55,"2540 Grenchen","Solothurn","Terrace flat","noteg","2016-2024","1.04",1.07,0.16,0.21
598000,4,"Gallishofstrasse 2, 4556 Aeschi SO","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
790000,65,"Holzstrasse 4, 5012 Schönenwerd","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
795000,75,"Hegistrasse 5, 4625 Oberbuchsiten","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
1590000,7,"Bruggweg 8, 4143 Dornach","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
1340000,65,"Biederthalstrasse 32, 4118 Rodersdorf","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
750000,65,"Schöngrünstrasse 4, 4500 Solothurn","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
490000,65,"Vorder Balmberg 7, 4524 Balmberg","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
835000,55,"4143 Dornach","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
745000,35,"4233 Meltingen","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
960000,65,"4600 Olten","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
1480000,65,"4515 Oberdorf","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
1185000,5,"Guggiweg 5, 4204 Himmelried","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
899000,85,"4617 Gunzgen","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
440000,6,"Hauptstrasse 4, 4234 Zullwil","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
1495000,10,"Römerstrasse 20, 5013 Niedergösgen","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
990000,85,"4143 Dornach","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
1150000,115,"5012 Schönenwerd","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
2950000,12,"4574 Nennigkofen","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
948000,75,"4558 Winistorf","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
8e+05,65,"Rodersdorferstrasse 7, 7a, 4116 Metzerlen","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
795000,75,"4653 Obergösgen","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
765000,85,"4625 Oberbuchsiten","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
840000,55,"4658 Däniken SO","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
590000,75,"4713 Matzendorf","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
550000,7,"4614 Hägendorf","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
640000,85,"4712 Laupersdorf","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
435000,45,"4204 Himmelried","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
990000,65,"4658 Däniken SO","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
990000,65,"4658 Däniken","Solothurn","Single house","","0-1919","1.04",1.07,0.16,0.21
1100000,45,"Gartenstrasse 23, 4552 Derendingen","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
650000,35,"2545 Selzach","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
895000,55,"Kreuzweg 37, 4657 Dulliken","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
6e+05,55,"Oberdorfstrasse 10, 4554 Etziken","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
1050000,9,"Kestenholz, 4703 Kestenholz","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
970000,55,"Balsthal, 4710 Balsthal","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
1280000,12,"Niedergösgen, 5013 Niedergösgen","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
570000,55,"Walterswil SO, 5746 Walterswil SO","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
930000,11,"Kirchgasse 108, 4718 Holderbank","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
440000,5,"4227 Büsserach","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
995000,10,"Hauptstrasse 16, 4522 Rüttenen","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
898000,85,"Hubelweg 2, 4703 Kestenholz","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
899000,85,"4617 Gunzgen","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
715000,55,"Rohrgasse 12, 4226 Breitenbach","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
750000,65,"Dellenstrasse 4, 4632 Trimbach","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
685000,6,"4227 Büsserach","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
990000,65,"4542 Luterbach","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
890000,45,"Kurzäckerlistrasse 228, 4252 Bärschwil","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
750000,65,"4206 Seewen SO","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
750000,65,"4206 Seewen","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
850000,10,"Gerkfeldstrasse 3, 4563 Gerlafingen","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
875000,55,"Büntenweg 18, 4632 Trimbach","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
530000,75,"Beim Einschnitt, 4712 Laupersdorf","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
830000,75,"4629 Fulenbach","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
1085000,75,"4563 Gerlafingen","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
840000,55,"Schachenstrasse 46, 4562 Biberist","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
798500,8,"Solothurnstrasse 13, 4614 Hägendorf","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
885000,9,"2540 Grenchen","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
1600000,7,"Lunaweg 21, 4500 Solothurn","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
660000,65,"Oberdorf 4, 4633 Hauenstein","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
855000,6,"Stationenweg 18, 4616 Kappel","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
949000,55,"2540 Grenchen","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
950000,85,"4710 Balsthal","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
780000,65,"4657 Dulliken","Solothurn","Single house","","1919-1945","1.04",1.07,0.16,0.21
1299000,85,"Solothurnstrasse 121, 2540 Grenchen","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
860000,75,"Bachstrasse 1, 5013 Niedergösgen","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
860000,75,"Bachstrasse 1, 5013 Niedergösgen","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
875000,55,"Hauptstrasse 107, 4564 Obergerlafingen","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
788000,55,"Geissgässli 7, 4710 Balsthal","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
998000,6,"Grenchen, 2540 Grenchen","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
1050000,75,"Schachenstrasse 19, 4542 Luterbach","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
7e+05,35,"Grenchen, 2540 Grenchen","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
790000,85,"Welschenrohr, 4716 Welschenrohr","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
590000,6,"Köllikerstrasse 119, 5014 Gretzenbach","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
1290000,65,"Gwändweg 15, 4143 Dornach","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
495000,65,"Passwangstrasse 21, 4719 Ramiswil","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
890000,6,"Blumenweg 2, 4528 Zuchwil","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
620000,7,"Dahlienweg 3, 2540 Grenchen","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
1195000,9,"Hägelerstrasse 24, 4632 Trimbach","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
730000,55,"Bachstrasse 173, 4252 Bärschwil","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
650000,55,"Gerbrunnenstrasse 2, 4632 Trimbach","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
1635000,55,"Im Paradies 2, 4115 Mariastein","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
580000,45,"Gehrenweg 4, 4227 Büsserach","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
5e+05,45,"Rosenstrasse 3, 2540 Grenchen","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
7e+05,45,"4562 Biberist","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
650000,45,"Kapellenweg 98, 4247 Grindel","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
720000,45,"4657 Dulliken","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
850000,45,"4565 Recherswil","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
995000,65,"4703 Kestenholz","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
973000,65,"4227 Büsserach","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
1150000,65,"4710 Balsthal","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
750000,4,"Horlangenstrasse 128, 4247 Grindel","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
899000,55,"Rusenmatt 2, 4614 Hägendorf","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
1100000,45,"Bruggweg 53, 4143 Dornach","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
870000,55,"4562 Biberist","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
485000,4,"Höhenweg3, 4514 Lommiswil","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
1335000,115,"4657 Dulliken","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
750000,65,"4652 Winznau","Solothurn","Single house","","1946-1960","1.04",1.07,0.16,0.21
750000,55,"Wangen b. Olten, 4612 Wangen b. Olten","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
740000,55,"Horriwilstrasse 6, 4553 Subingen","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
770000,55,"Mühleackerweg 2, 4413 Büren","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
1240000,55,"Seewenweg 5, 4146 Hochwald","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
850000,7,"Bühlstrasse 14, 4614 Hägendorf","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
1280000,55,"Ettingerstrasse 30, 4108 Witterswil","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
890000,5,"5014 Gretzenbach","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
1250000,45,"Baumgartenweg 167, 4204 Himmelried","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
1250000,9,"5015 Erlinsbach","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
1090000,85,"Fehrenstrasse, 4227 Büsserach","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
8e+05,45,"2544 Bettlach","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
1020000,45,"4204 Himmelried","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
1150000,55,"4702 Oensingen","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
540000,35,"4658 Däniken","Solothurn","Single house","","1961-1970","1.04",1.07,0.16,0.21
2090000,85,"Burgweg 26, 4702 Oensingen","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
735000,45,"Sandgrubenstrasse 11, 4710 Balsthal","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
980000,6,"Jurastrasse, 4542 Luterbach","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
998000,65,"Tannhofstrasse 43, 2540 Grenchen","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1498000,55,"Bergackerstrasse 28, 4573 Lohn-Ammannsegg","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1950000,7,"Grenchen, 2540 Grenchen","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
660000,55,"Hubelweg 7, 4534 Flumenthal","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
2400000,7,"Bettlach, 2544 Bettlach","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1250000,65,"Leisackerstrasse 142, 4634 Wisen SO","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1080000,55,"Bieberiststrasse 25, 4552 Derendingen","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
995000,8,"Pestalozzistrasse 3, 4562 Biberist","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1890000,75,"Im Rebberg 17, 4115 Metzerlen-Mariastein","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1050000,55,"Geissfluestrasse 19, 4514 Lommiswil","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1290000,65,"Dürrenbergstrasse 64, 4632 Trimbach","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1140000,85,"4614 Hägendorf","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
495000,45,"4717 Mümliswil","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
2398000,85,"In den Reben, 4114 Hofstetten SO","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1590000,65,"4226 Breitenbach","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1319000,65,"5014 Gretzenbach","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
945000,45,"Erdgoldweg 2, 4552 Derendingen","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1190000,65,"Postgasse 5, 5746 Walterswil SO","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1280000,6,"Hochwaldstrasse 41, 4143 Dornach","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
920000,65,"Meisenweg 5, 4564 Obergerlafingen","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1190000,45,"4614 Hägendorf","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1900000,65,"4500 Solothurn","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
430000,45,"4716 Welschenrohr","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1850000,5,"Bürenweg 19, 4146 Hochwald","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
860000,55,"4614 Hägendorf","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
790000,7,"4632 Trimbach","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
569000,55,"4712 Laupersdorf","Solothurn","Single house","","1971-1980","1.04",1.07,0.16,0.21
1043260,35,"Moosstrasse 7, 4558 Winistorf","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
1262550,55,"Flurstrasse 22, 4522 Rüttenen","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
1368870,45,"Breitenstrasse, 4629 Fulenbach","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
2658000,65,"Entfelderstrasse 32, 5012 Schönenwerd","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
1295770,55,"Karnismatt 590, 4712 Laupersdorf","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
2246010,65,"Sälistrasse 7, 4654 Lostorf","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
1242610,45,"4552 Derendingen","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
1056550,55,"Weihermattstrasse 12, 4717 Mümliswil","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
2365620,45,"Auf den Felsen 30, 4114 Hofstetten SO","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
1242610,55,"Seitenackerstrasse, 4712 Laupersdorf","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
1182810,45,"4658 Däniken","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
1056550,55,"Blumenmatt 6, 4703 Kestenholz","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
2651350,55,"4617 Gunzgen","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
1169520,5,"4703 Kestenholz","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
1661250,45,"4616 Kappel SO","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
1980210,6,"4656 Starrkirch-Wil","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
1980210,6,"4656 Starrkirch-Wil","Solothurn","Single house","","1981-1990","1.04",1.07,0.16,0.21
1200000,45,"4226 Breitenbach","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
1365000,10,"Tulpenweg 6, 4625 Oberbuchsiten","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
1590000,6,"Chäle 49, 4586 Kyburg-Buchegg","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
950000,55,"Fustligweg 78, 4600 Olten","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
1350000,65,"Feldrain 4A, 5746 Walterswil SO","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
690000,55,"Hausmattweg 168A, 4714 Aedermannsdorf","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
690000,45,"Widackerring 5A, 4653 Obergösgen","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
790000,65,"Dorfstrasse 24, 4717 Mümliswil","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
1050000,45,"Hofackerstrasse6, 4118 Rodersdorf","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
699500,55,"Obere Grabenstrasse 26, 4227 Büsserach","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
1190000,8,"Moosstrasse 12, 2540 Grenchen","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
829000,45,"Fuchsackerweg 304, 4715 Herbetswil","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
650000,65,"Frankenweg 6, 2544 Bettlach","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
1970000,75,"4146 Hochwald","Solothurn","Single house","","1991-2000","1.04",1.07,0.16,0.21
